timestamp,pod,cpu_millicores,memory_mib,label
2026-09-19T12:05:43.081Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:05:48.262Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:05:53.493Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:05:58.685Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:03.890Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:09.066Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:14.290Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:19.479Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:24.715Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:29.941Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:35.145Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:40.372Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:45.575Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:50.783Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:06:56.018Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:01.247Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:06.459Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:11.669Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:16.886Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:22.110Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:27.314Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:32.524Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:37.739Z,webapp-6c56f5488f-ktpzd,0,13,normal
2026-09-19T12:07:42.949Z,webapp-6c56f5488f-ktpzd,0,13,normal
