timestamp,pod,cpu_millicores,memory_mib,label
2026-09-19T12:37:25.024Z,webapp-6c56f5488f-ktpzd,817,13,normal
2026-09-19T12:37:30.478Z,webapp-6c56f5488f-ktpzd,817,13,normal
2026-09-19T12:37:35.929Z,webapp-6c56f5488f-ktpzd,817,13,normal
2026-09-19T12:37:41.402Z,webapp-6c56f5488f-ktpzd,817,13,normal
2026-09-19T12:37:46.847Z,webapp-6c56f5488f-ktpzd,817,13,normal
2026-09-19T12:37:52.462Z,webapp-6c56f5488f-ktpzd,817,13,normal
2026-09-19T12:37:57.859Z,webapp-6c56f5488f-ktpzd,817,13,normal
2026-09-19T12:38:03.403Z,webapp-6c56f5488f-ktpzd,817,13,normal
2026-09-19T12:38:08.904Z,webapp-6c56f5488f-ktpzd,817,13,normal
2026-09-19T12:38:14.319Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:38:19.796Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:38:25.303Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:38:30.666Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:38:36.100Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:38:41.635Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:38:47.173Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:38:52.637Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:38:58.039Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:39:03.595Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:39:09.093Z,webapp-6c56f5488f-ktpzd,855,13,normal
2026-09-19T12:39:14.589Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:39:20.133Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:39:25.524Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:39:30.899Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:39:36.373Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:39:41.813Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:39:47.388Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:39:52.863Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:39:58.364Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:40:04.101Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:40:09.662Z,webapp-6c56f5488f-ktpzd,849,13,normal
2026-09-19T12:40:15.160Z,webapp-6c56f5488f-ktpzd,845,13,normal
2026-09-19T12:40:20.568Z,webapp-6c56f5488f-ktpzd,845,13,normal
2026-09-19T12:40:26.105Z,webapp-6c56f5488f-ktpzd,845,13,normal
2026-09-19T12:40:31.578Z,webapp-6c56f5488f-ktpzd,845,13,normal
2026-09-19T12:40:37.093Z,webapp-6c56f5488f-ktpzd,845,13,normal
2026-09-19T12:40:42.494Z,webapp-6c56f5488f-ktpzd,845,13,normal
2026-09-19T12:40:47.950Z,webapp-6c56f5488f-ktpzd,845,13,normal
2026-09-19T12:40:53.783Z,webapp-6c56f5488f-ktpzd,845,13,normal
2026-09-19T12:40:59.180Z,webapp-6c56f5488f-ktpzd,845,13,normal
2026-09-19T12:41:04.635Z,webapp-6c56f5488f-ktpzd,845,13,normal
2026-09-19T12:41:10.014Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:41:15.460Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:41:20.866Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:41:26.294Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:41:31.693Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:41:37.161Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:41:42.582Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:41:48.021Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:41:53.569Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:41:59.078Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:42:04.474Z,webapp-6c56f5488f-ktpzd,841,13,normal
2026-09-19T12:42:09.968Z,webapp-6c56f5488f-ktpzd,874,13,normal
2026-09-19T12:42:15.439Z,webapp-6c56f5488f-ktpzd,874,13,normal
2026-09-19T12:42:20.936Z,webapp-6c56f5488f-ktpzd,874,13,normal
2026-09-19T12:42:26.451Z,webapp-6c56f5488f-ktpzd,874,13,normal
2026-09-19T12:42:31.834Z,webapp-6c56f5488f-ktpzd,874,13,normal
2026-09-19T12:42:37.282Z,webapp-6c56f5488f-ktpzd,874,13,normal
2026-09-19T12:42:42.787Z,webapp-6c56f5488f-ktpzd,874,13,normal
2026-09-19T12:42:48.266Z,webapp-6c56f5488f-ktpzd,874,13,normal
2026-09-19T12:42:53.748Z,webapp-6c56f5488f-ktpzd,874,13,normal
2026-09-19T12:42:59.268Z,webapp-6c56f5488f-ktpzd,874,13,normal
2026-09-19T12:43:04.774Z,webapp-6c56f5488f-ktpzd,874,13,normal
